id,customerid,ordertimestamp,shippingaddressid,total,shippingcost,created,updated
833,604,2017-04-30 18:18:07.163786+00,604,350.98,3.9,2018-08-02 13:30:40.686986+00,
834,374,2016-08-27 08:49:29.186186+00,374,473.95,3.9,2018-08-02 13:30:40.686986+00,
835,303,2017-10-01 04:26:15.266186+00,303,290,3.9,2018-08-02 13:30:40.686986+00,
836,266,2017-06-24 07:45:31.470986+00,266,132.35,3.9,2018-08-02 13:30:40.686986+00,
837,109,2016-11-19 09:10:05.483786+00,1109,253.03,3.9,2018-08-02 13:30:40.686986+00,
838,921,2016-12-28 19:42:51.198986+00,921,442.63,3.9,2018-08-02 13:30:40.686986+00,
839,469,2017-11-26 12:32:10.168586+00,469,322,3.9,2018-08-02 13:30:40.686986+00,
840,135,2018-04-15 11:25:06.520586+00,135,268.4,3.9,2018-08-02 13:30:40.686986+00,
841,847,2017-07-18 01:53:50.862986+00,847,474.9,3.9,2018-08-02 13:30:40.686986+00,
842,331,2017-12-02 12:40:22.389386+00,331,167,3.9,2018-08-02 13:30:40.686986+00,
843,818,2018-03-26 22:07:18.587786+00,818,118.3,3.9,2018-08-02 13:30:40.686986+00,
844,802,2016-09-05 11:04:18.299786+00,802,343.49,3.9,2018-08-02 13:30:40.686986+00,
845,669,2016-12-01 23:22:41.714186+00,669,175.24,3.9,2018-08-02 13:30:40.686986+00,
846,656,2017-01-19 14:35:20.046986+00,656,177,3.9,2018-08-02 13:30:40.686986+00,
847,759,2018-04-04 04:16:24.549386+00,759,401.54,3.9,2018-08-02 13:30:40.686986+00,
848,503,2016-08-18 01:46:08.709386+00,503,322,3.9,2018-08-02 13:30:40.686986+00,
849,855,2017-06-17 11:56:52.158986+00,855,423.4,3.9,2018-08-02 13:30:40.686986+00,
850,356,2018-07-16 04:39:26.690186+00,356,307.86,3.9,2018-08-02 13:30:40.686986+00,
851,187,2017-09-15 09:19:49.720586+00,187,446.67,3.9,2018-08-02 13:30:40.686986+00,
852,787,2017-07-31 03:28:42.030986+00,787,366.13,3.9,2018-08-02 13:30:40.686986+00,
853,625,2017-06-23 01:44:21.832586+00,625,67,3.9,2018-08-02 13:30:40.686986+00,
854,375,2018-04-22 01:00:48.750986+00,375,508.93,3.9,2018-08-02 13:30:40.686986+00,
855,168,2016-09-11 20:17:12.789386+00,168,320.13,3.9,2018-08-02 13:30:40.686986+00,
856,680,2018-02-21 23:28:24.376586+00,680,126.76,3.9,2018-08-02 13:30:40.686986+00,
857,453,2017-09-23 15:00:33.429386+00,453,477,3.9,2018-08-02 13:30:40.686986+00,
858,192,2018-04-20 16:30:08.459786+00,192,234.32,3.9,2018-08-02 13:30:40.686986+00,
859,981,2018-02-09 07:09:58.686986+00,981,144.4,3.9,2018-08-02 13:30:40.686986+00,
860,170,2016-12-22 09:43:51.390986+00,170,268.81,3.9,2018-08-02 13:30:40.686986+00,
861,303,2018-04-02 00:57:36.683786+00,303,252.97,3.9,2018-08-02 13:30:40.686986+00,
862,648,2018-07-22 09:17:33.035786+00,648,152,3.9,2018-08-02 13:30:40.686986+00,
863,704,2017-02-12 05:58:58.734986+00,704,409.44,3.9,2018-08-02 13:30:40.686986+00,
864,839,2017-09-04 07:50:51.496586+00,839,167.54,3.9,2018-08-02 13:30:40.686986+00,
865,642,2018-02-25 17:58:20.891786+00,642,518.42,3.9,2018-08-02 13:30:40.686986+00,
866,1020,2017-02-03 16:27:14.968586+00,1020,367.7,3.9,2018-08-02 13:30:40.686986+00,
867,1089,2017-06-17 23:47:58.811786+00,1089,104,3.9,2018-08-02 13:30:40.686986+00,
868,224,2016-08-05 23:01:16.514186+00,224,370.6,3.9,2018-08-02 13:30:40.686986+00,
869,929,2018-03-05 05:05:34.504586+00,929,249,3.9,2018-08-02 13:30:40.686986+00,
870,691,2018-02-28 15:51:44.603786+00,691,255.2,3.9,2018-08-02 13:30:40.686986+00,
871,944,2018-03-19 02:58:56.920586+00,944,128,3.9,2018-08-02 13:30:40.686986+00,
872,882,2017-05-05 00:28:31.576586+00,882,166,3.9,2018-08-02 13:30:40.686986+00,
873,527,2017-02-05 06:08:15.410186+00,527,390.91,3.9,2018-08-02 13:30:40.686986+00,
874,690,2017-12-01 06:04:51.851786+00,690,483.2,3.9,2018-08-02 13:30:40.686986+00,
875,269,2018-04-24 21:33:05.723786+00,269,187.52,3.9,2018-08-02 13:30:40.686986+00,
876,704,2017-09-28 10:11:52.389386+00,704,336.96,3.9,2018-08-02 13:30:40.686986+00,
877,137,2017-04-06 11:49:46.984586+00,137,63.6,3.9,2018-08-02 13:30:40.686986+00,
878,627,2017-04-30 16:57:53.819786+00,627,172.6,3.9,2018-08-02 13:30:40.686986+00,
879,883,2018-06-28 16:27:20.670986+00,883,44.4,3.9,2018-08-02 13:30:40.686986+00,
880,671,2017-04-02 14:24:58.312586+00,671,125.6,3.9,2018-08-02 13:30:40.686986+00,
881,321,2017-02-07 17:53:40.869386+00,321,129.59,3.9,2018-08-02 13:30:40.686986+00,
882,319,2017-07-08 12:11:37.499786+00,319,148,3.9,2018-08-02 13:30:40.686986+00,
883,425,2016-08-31 18:59:20.363786+00,425,459.18,3.9,2018-08-02 13:30:40.686986+00,
884,103,2017-05-13 17:48:17.819786+00,1103,568.01,3.9,2018-08-02 13:30:40.686986+00,
885,739,2017-07-06 06:56:45.621386+00,739,440.89,3.9,2018-08-02 13:30:40.686986+00,
886,366,2018-05-13 14:38:29.867786+00,366,355.9,3.9,2018-08-02 13:30:40.686986+00,
887,763,2017-12-30 01:40:51.275786+00,763,374.58,3.9,2018-08-02 13:30:40.686986+00,
888,335,2018-02-21 12:21:36.597386+00,335,401.37,3.9,2018-08-02 13:30:40.686986+00,
889,922,2017-07-09 05:25:57.323786+00,922,480.3,3.9,2018-08-02 13:30:40.686986+00,
890,1023,2018-04-13 06:12:56.814986+00,1023,244.09,3.9,2018-08-02 13:30:40.686986+00,
891,649,2017-07-10 08:24:41.291786+00,649,140.74,3.9,2018-08-02 13:30:40.686986+00,
892,920,2017-01-12 15:01:14.210186+00,920,341.35,3.9,2018-08-02 13:30:40.686986+00,
893,295,2017-08-16 01:04:52.226186+00,295,226.7,3.9,2018-08-02 13:30:40.686986+00,
894,379,2016-09-14 13:48:39.909386+00,379,356.12,3.9,2018-08-02 13:30:40.686986+00,
895,113,2018-05-09 20:46:19.365386+00,1113,245.12,3.9,2018-08-02 13:30:40.686986+00,
896,792,2017-10-23 00:11:25.922186+00,792,105,3.9,2018-08-02 13:30:40.686986+00,
897,927,2017-06-29 08:42:53.992586+00,927,82.2,3.9,2018-08-02 13:30:40.686986+00,
898,251,2017-03-25 18:35:27.592586+00,251,388.19,3.9,2018-08-02 13:30:40.686986+00,
899,501,2018-05-29 19:09:55.749386+00,501,385.15,3.9,2018-08-02 13:30:40.686986+00,
900,123,2017-11-05 05:38:18.030986+00,1123,490.12,3.9,2018-08-02 13:30:40.686986+00,
901,722,2017-02-25 00:03:33.486986+00,722,339.64,3.9,2018-08-02 13:30:40.686986+00,
902,971,2018-01-14 00:37:15.592586+00,971,336.78,3.9,2018-08-02 13:30:40.686986+00,
903,951,2018-01-08 06:18:08.200586+00,951,417.31,3.9,2018-08-02 13:30:40.686986+00,
904,634,2017-04-14 21:28:23.714186+00,634,409.44,3.9,2018-08-02 13:30:40.686986+00,
905,1005,2016-11-06 12:49:26.709386+00,1005,410.05,3.9,2018-08-02 13:30:40.686986+00,
906,249,2017-04-12 15:43:11.992586+00,249,116.62,3.9,2018-08-02 13:30:40.686986+00,
907,998,2018-02-24 16:34:46.149386+00,998,68,3.9,2018-08-02 13:30:40.686986+00,
908,797,2016-12-09 08:56:49.739786+00,797,283.8,3.9,2018-08-02 13:30:40.686986+00,
909,325,2016-08-20 20:24:06.040586+00,325,340.6,3.9,2018-08-02 13:30:40.686986+00,
910,582,2018-04-12 04:05:39.832586+00,582,148,3.9,2018-08-02 13:30:40.686986+00,
911,128,2018-03-18 00:35:04.350986+00,1128,367.92,3.9,2018-08-02 13:30:40.686986+00,
912,825,2017-09-10 23:14:56.363786+00,825,260.41,3.9,2018-08-02 13:30:40.686986+00,
913,238,2018-06-28 05:24:47.253386+00,238,225.48,3.9,2018-08-02 13:30:40.686986+00,
914,758,2017-08-14 10:05:57.630986+00,758,174,3.9,2018-08-02 13:30:40.686986+00,
915,785,2018-04-04 00:44:36.491786+00,785,321.21,3.9,2018-08-02 13:30:40.686986+00,
916,792,2016-09-29 17:16:49.806986+00,792,455,3.9,2018-08-02 13:30:40.686986+00,
917,673,2018-04-22 15:44:01.067786+00,673,402.34,3.9,2018-08-02 13:30:40.686986+00,
918,116,2016-12-26 22:33:00.482186+00,1116,289.22,3.9,2018-08-02 13:30:40.686986+00,
919,233,2017-05-09 19:29:21.544586+00,233,419.4,3.9,2018-08-02 13:30:40.686986+00,
920,251,2017-01-01 12:04:14.267786+00,251,212.63,3.9,2018-08-02 13:30:40.686986+00,
921,137,2017-12-10 02:22:12.942986+00,137,318.95,3.9,2018-08-02 13:30:40.686986+00,
922,296,2018-04-14 17:47:55.269386+00,296,395.92,3.9,2018-08-02 13:30:40.686986+00,
923,442,2018-03-21 11:32:37.010186+00,442,128.6,3.9,2018-08-02 13:30:40.686986+00,
924,115,2017-12-11 05:24:50.709386+00,1115,378.11,3.9,2018-08-02 13:30:40.686986+00,
925,503,2017-05-27 15:12:04.974986+00,503,452.72,3.9,2018-08-02 13:30:40.686986+00,
926,290,2018-01-13 06:29:22.466186+00,290,186,3.9,2018-08-02 13:30:40.686986+00,
927,790,2017-08-10 14:38:55.960586+00,790,273.78,3.9,2018-08-02 13:30:40.686986+00,
928,692,2016-10-20 07:03:35.502986+00,692,339.54,3.9,2018-08-02 13:30:40.686986+00,
929,715,2018-05-30 23:30:52.293386+00,715,159.86,3.9,2018-08-02 13:30:40.686986+00,
930,720,2017-12-27 18:14:42.136586+00,720,145.55,3.9,2018-08-02 13:30:40.686986+00,
931,791,2018-04-19 19:21:20.555786+00,791,369.6,3.9,2018-08-02 13:30:40.686986+00,
932,485,2016-09-14 09:40:07.010186+00,485,44.2,3.9,2018-08-02 13:30:40.686986+00,
933,660,2017-03-28 23:41:52.130186+00,660,297,3.9,2018-08-02 13:30:40.686986+00,
934,467,2016-11-26 12:43:58.475786+00,467,433.14,3.9,2018-08-02 13:30:40.686986+00,
935,879,2017-05-07 02:43:20.862986+00,879,247.94,3.9,2018-08-02 13:30:40.686986+00,
936,135,2016-09-13 02:07:13.086986+00,135,393.8,3.9,2018-08-02 13:30:40.686986+00,
937,1100,2017-05-02 05:38:31.854986+00,1100,182.63,3.9,2018-08-02 13:30:40.686986+00,
938,449,2017-05-12 06:10:16.024586+00,449,130.2,3.9,2018-08-02 13:30:40.686986+00,
939,933,2017-04-24 15:32:40.408586+00,933,216.2,3.9,2018-08-02 13:30:40.686986+00,
940,1021,2018-04-20 16:44:21.054986+00,1021,97.8,3.9,2018-08-02 13:30:40.686986+00,
941,834,2017-09-19 00:45:06.040586+00,834,58,3.9,2018-08-02 13:30:40.686986+00,
942,180,2017-12-28 00:34:44.997386+00,180,113.2,3.9,2018-08-02 13:30:40.686986+00,
943,349,2018-06-01 14:14:25.086986+00,349,89.1,3.9,2018-08-02 13:30:40.686986+00,
944,132,2017-02-04 03:07:30.050186+00,1132,464.02,3.9,2018-08-02 13:30:40.686986+00,
945,626,2016-08-07 14:54:41.349386+00,626,306.45,3.9,2018-08-02 13:30:40.686986+00,
946,1055,2016-09-11 21:48:36.597386+00,1055,42.9,3.9,2018-08-02 13:30:40.686986+00,
947,116,2018-05-24 08:31:17.522186+00,1116,309.38,3.9,2018-08-02 13:30:40.686986+00,
948,560,2016-09-09 16:36:43.394186+00,560,144.35,3.9,2018-08-02 13:30:40.686986+00,
949,739,2018-01-18 17:47:50.171786+00,739,470.36,3.9,2018-08-02 13:30:40.686986+00,
950,756,2016-11-16 00:56:56.939786+00,756,180.42,3.9,2018-08-02 13:30:40.686986+00,
951,838,2018-05-15 21:43:06.030986+00,838,135.55,3.9,2018-08-02 13:30:40.686986+00,
952,1021,2018-07-29 22:43:15.045386+00,1021,209.5,3.9,2018-08-02 13:30:40.686986+00,
953,420,2018-04-08 00:03:34.869386+00,420,322.6,3.9,2018-08-02 13:30:40.686986+00,
954,815,2017-11-01 02:08:09.938186+00,815,229.19,3.9,2018-08-02 13:30:40.686986+00,
955,575,2017-04-08 02:27:31.067786+00,575,357.72,3.9,2018-08-02 13:30:40.686986+00,
956,125,2017-09-01 08:07:10.494986+00,1125,78,3.9,2018-08-02 13:30:40.686986+00,
957,114,2018-04-16 14:40:22.878986+00,1114,279.01,3.9,2018-08-02 13:30:40.686986+00,
958,928,2017-09-21 02:57:54.280586+00,928,331.67,3.9,2018-08-02 13:30:40.686986+00,
959,996,2018-04-29 10:17:54.578186+00,996,313,3.9,2018-08-02 13:30:40.686986+00,
960,239,2017-08-14 11:42:57.448586+00,239,178.68,3.9,2018-08-02 13:30:40.686986+00,
961,505,2018-05-25 19:24:21.736586+00,505,135,3.9,2018-08-02 13:30:40.686986+00,
962,1084,2017-05-02 02:40:35.320586+00,1084,431.6,3.9,2018-08-02 13:30:40.686986+00,
963,431,2018-04-14 03:44:48.760586+00,431,268.95,3.9,2018-08-02 13:30:40.686986+00,
964,703,2017-05-20 12:14:11.723786+00,703,305.81,3.9,2018-08-02 13:30:40.686986+00,
965,463,2017-09-09 15:11:20.133386+00,463,350.61,3.9,2018-08-02 13:30:40.686986+00,
966,182,2017-03-12 18:28:21.554186+00,182,463.52,3.9,2018-08-02 13:30:40.686986+00,
967,609,2016-08-10 04:30:12.088586+00,609,316.6,3.9,2018-08-02 13:30:40.686986+00,
968,581,2017-04-27 13:38:51.179786+00,581,313.76,3.9,2018-08-02 13:30:40.686986+00,
969,325,2017-01-01 13:39:33.861386+00,325,180.04,3.9,2018-08-02 13:30:40.686986+00,
970,866,2018-05-12 04:25:03.122186+00,866,256.43,3.9,2018-08-02 13:30:40.686986+00,
971,504,2018-02-04 12:30:12.664586+00,504,298.07,3.9,2018-08-02 13:30:40.686986+00,
972,876,2017-09-14 18:09:52.437386+00,876,123,3.9,2018-08-02 13:30:40.686986+00,
973,489,2017-11-14 14:44:14.603786+00,489,405.02,3.9,2018-08-02 13:30:40.686986+00,
974,854,2018-02-08 04:20:17.138186+00,854,288.61,3.9,2018-08-02 13:30:40.686986+00,
975,145,2018-07-04 11:38:19.672586+00,145,432.44,3.9,2018-08-02 13:30:40.686986+00,
976,592,2017-08-30 16:07:14.958986+00,592,78,3.9,2018-08-02 13:30:40.686986+00,
977,402,2018-03-18 16:04:23.368586+00,402,278.96,3.9,2018-08-02 13:30:40.686986+00,
978,276,2017-07-09 08:09:48.606986+00,276,130.41,3.9,2018-08-02 13:30:40.686986+00,
979,683,2017-08-16 09:27:15.112586+00,683,415,3.9,2018-08-02 13:30:40.686986+00,
980,443,2018-04-04 10:02:24.914186+00,443,290,3.9,2018-08-02 13:30:40.686986+00,
981,546,2016-12-27 13:16:49.691786+00,546,236.84,3.9,2018-08-02 13:30:40.686986+00,
982,685,2017-03-07 09:18:45.179786+00,685,32.4,3.9,2018-08-02 13:30:40.686986+00,
983,481,2018-02-13 00:15:43.048586+00,481,127,3.9,2018-08-02 13:30:40.686986+00,
984,444,2016-08-29 19:40:25.442186+00,444,403.84,3.9,2018-08-02 13:30:40.686986+00,
985,935,2017-07-03 22:48:46.475786+00,935,117.18,3.9,2018-08-02 13:30:40.686986+00,
986,461,2018-07-20 05:27:23.896586+00,461,372.53,3.9,2018-08-02 13:30:40.686986+00,
987,904,2018-02-12 09:41:50.603786+00,904,87.74,3.9,2018-08-02 13:30:40.686986+00,
988,810,2017-11-01 01:53:56.306186+00,810,169.42,3.9,2018-08-02 13:30:40.686986+00,
989,196,2017-02-21 12:27:52.610186+00,196,416.23,3.9,2018-08-02 13:30:40.686986+00,
990,419,2017-10-20 22:57:20.210186+00,419,313.68,3.9,2018-08-02 13:30:40.686986+00,
991,598,2017-12-14 16:52:03.122186+00,598,268.67,3.9,2018-08-02 13:30:40.686986+00,
992,1040,2018-02-25 06:27:15.026186+00,1040,417.58,3.9,2018-08-02 13:30:40.686986+00,
993,178,2018-01-31 20:31:44.738186+00,178,367.4,3.9,2018-08-02 13:30:40.686986+00,
994,473,2018-03-26 23:53:00.520586+00,473,460.63,3.9,2018-08-02 13:30:40.686986+00,
995,806,2016-11-22 23:07:19.739786+00,806,94.77,3.9,2018-08-02 13:30:40.686986+00,
996,673,2016-11-19 15:01:34.082186+00,673,498.72,3.9,2018-08-02 13:30:40.686986+00,
997,256,2016-11-03 14:32:06.856586+00,256,363.6,3.9,2018-08-02 13:30:40.686986+00,
998,877,2017-04-14 20:15:17.618186+00,877,138.08,3.9,2018-08-02 13:30:40.686986+00,
999,602,2017-01-20 09:11:38.104586+00,602,393.84,3.9,2018-08-02 13:30:40.686986+00,
1000,775,2016-08-05 05:47:03.947786+00,775,277,3.9,2018-08-02 13:30:40.686986+00,
1001,606,2018-03-13 10:17:47.320586+00,606,105,3.9,2018-08-02 13:30:40.686986+00,
1002,461,2018-06-14 22:51:39.448586+00,461,216.12,3.9,2018-08-02 13:30:40.686986+00,
1003,933,2016-08-23 00:47:47.522186+00,933,159.77,3.9,2018-08-02 13:30:40.686986+00,
1004,999,2016-09-14 23:57:02.872586+00,999,66.5,3.9,2018-08-02 13:30:40.686986+00,
1005,726,2018-05-12 07:16:51.074186+00,726,428,3.9,2018-08-02 13:30:40.686986+00,
1006,1093,2017-04-26 10:29:04.437386+00,1093,454.1,3.9,2018-08-02 13:30:40.686986+00,
1007,1012,2018-03-23 07:23:41.128586+00,1012,267,3.9,2018-08-02 13:30:40.686986+00,
1008,549,2017-10-12 16:15:55.864586+00,549,410.18,3.9,2018-08-02 13:30:40.686986+00,
1009,140,2018-02-14 21:17:02.622986+00,140,292.96,3.9,2018-08-02 13:30:40.686986+00,
1010,910,2017-05-29 22:25:15.304586+00,910,256.82,3.9,2018-08-02 13:30:40.686986+00,
1011,545,2017-12-17 17:56:55.874186+00,545,205.6,3.9,2018-08-02 13:30:40.686986+00,
1012,230,2018-02-03 00:09:31.355786+00,230,313.6,3.9,2018-08-02 13:30:40.686986+00,
1013,982,2018-07-05 07:19:41.368586+00,982,392.9,3.9,2018-08-02 13:30:40.686986+00,
1014,588,2017-08-16 08:40:36.962186+00,588,233.7,3.9,2018-08-02 13:30:40.686986+00,
1015,497,2017-05-13 22:07:18.414986+00,497,253.08,3.9,2018-08-02 13:30:40.686986+00,
1016,672,2016-10-31 10:38:43.058186+00,672,391.2,3.9,2018-08-02 13:30:40.686986+00,
1017,616,2017-04-24 02:13:17.522186+00,616,341.44,3.9,2018-08-02 13:30:40.686986+00,
1018,334,2016-12-19 03:17:59.387786+00,334,156.2,3.9,2018-08-02 13:30:40.686986+00,
1019,112,2017-11-07 14:04:57.266186+00,1112,461.99,3.9,2018-08-02 13:30:40.686986+00,
1020,946,2017-08-14 20:14:31.134986+00,946,335.6,3.9,2018-08-02 13:30:40.686986+00,
1021,353,2016-08-18 02:46:07.701386+00,353,180.72,3.9,2018-08-02 13:30:40.686986+00,
1022,1014,2017-09-24 19:25:18.242186+00,1014,162.7,3.9,2018-08-02 13:30:40.686986+00,
1023,289,2017-11-06 03:43:18.472586+00,289,129,3.9,2018-08-02 13:30:40.686986+00,
1024,526,2016-08-03 13:43:35.003786+00,526,103.68,3.9,2018-08-02 13:30:40.686986+00,
1025,846,2017-01-25 12:39:44.891786+00,846,322.3,3.9,2018-08-02 13:30:40.686986+00,
1026,722,2016-12-18 18:05:11.896586+00,722,310.08,3.9,2018-08-02 13:30:40.686986+00,
1027,290,2018-03-18 08:24:12.779786+00,290,441.04,3.9,2018-08-02 13:30:40.686986+00,
1028,367,2017-08-26 11:39:32.507786+00,367,455.82,3.9,2018-08-02 13:30:40.686986+00,
1029,343,2018-01-08 19:09:36.482186+00,343,327.73,3.9,2018-08-02 13:30:40.686986+00,
1030,490,2018-01-28 00:56:45.016586+00,490,207.6,3.9,2018-08-02 13:30:40.686986+00,
1031,1032,2018-03-11 21:49:33.275786+00,1032,262.86,3.9,2018-08-02 13:30:40.686986+00,
1032,763,2017-08-21 21:58:06.837386+00,763,307.68,3.9,2018-08-02 13:30:40.686986+00,
1033,271,2017-03-11 10:53:39.890186+00,271,137,3.9,2018-08-02 13:30:40.686986+00,
1034,779,2017-07-13 22:25:45.198986+00,779,305.69,3.9,2018-08-02 13:30:40.686986+00,
1035,869,2016-08-03 21:00:29.973386+00,869,57.6,3.9,2018-08-02 13:30:40.686986+00,
1036,332,2018-03-30 14:34:35.896586+00,332,245.2,3.9,2018-08-02 13:30:40.686986+00,
1037,383,2018-02-08 00:18:27.381386+00,383,391.66,3.9,2018-08-02 13:30:40.686986+00,
1038,534,2018-03-24 00:53:58.955786+00,534,455.94,3.9,2018-08-02 13:30:40.686986+00,
1039,603,2016-11-29 20:24:33.083786+00,603,36.6,3.9,2018-08-02 13:30:40.686986+00,
1040,487,2018-03-06 04:57:56.411786+00,487,133.25,3.9,2018-08-02 13:30:40.686986+00,
1041,625,2016-10-12 12:47:33.352586+00,625,220.3,3.9,2018-08-02 13:30:40.686986+00,
1042,213,2018-05-11 03:39:28.821386+00,213,281.13,3.9,2018-08-02 13:30:40.686986+00,
1043,195,2017-10-29 02:51:11.310986+00,195,328.06,3.9,2018-08-02 13:30:40.686986+00,
1044,615,2017-02-11 02:44:17.627786+00,615,439.4,3.9,2018-08-02 13:30:40.686986+00,
1045,257,2018-06-16 04:41:32.142986+00,257,242.4,3.9,2018-08-02 13:30:40.686986+00,
1046,240,2016-11-21 15:22:21.611786+00,240,45.6,3.9,2018-08-02 13:30:40.686986+00,
1047,543,2017-04-21 13:00:44.603786+00,543,217,3.9,2018-08-02 13:30:40.686986+00,
1048,260,2016-10-30 14:23:53.944586+00,260,205,3.9,2018-08-02 13:30:40.686986+00,
1049,648,2018-01-25 19:27:00.539786+00,648,187,3.9,2018-08-02 13:30:40.686986+00,
1050,151,2017-09-15 02:50:18.347786+00,151,272.65,3.9,2018-08-02 13:30:40.686986+00,
1051,109,2017-01-10 10:27:26.114186+00,1109,132.05,3.9,2018-08-02 13:30:40.686986+00,
1052,301,2017-03-27 13:38:32.085386+00,301,314.02,3.9,2018-08-02 13:30:40.686986+00,
1053,508,2017-03-14 05:58:37.739786+00,508,461.05,3.9,2018-08-02 13:30:40.686986+00,
1054,664,2016-12-16 21:37:09.285386+00,664,396.1,3.9,2018-08-02 13:30:40.686986+00,
1055,651,2017-04-10 02:08:58.235786+00,651,318,3.9,2018-08-02 13:30:40.686986+00,
1056,989,2016-08-03 16:55:59.166986+00,989,414.43,3.9,2018-08-02 13:30:40.686986+00,
1057,347,2018-02-17 21:55:14.987786+00,347,199,3.9,2018-08-02 13:30:40.686986+00,
1058,213,2016-11-29 04:39:28.936586+00,213,438.24,3.9,2018-08-02 13:30:40.686986+00,
1059,938,2018-07-16 14:17:39.400586+00,938,308.68,3.9,2018-08-02 13:30:40.686986+00,
1060,950,2016-10-10 13:57:39.822986+00,950,234,3.9,2018-08-02 13:30:40.686986+00,
1061,859,2017-07-05 13:05:49.422986+00,859,278.39,3.9,2018-08-02 13:30:40.686986+00,
1062,775,2017-06-10 17:10:41.570186+00,775,182.12,3.9,2018-08-02 13:30:40.686986+00,
1063,999,2017-07-06 15:51:49.010186+00,999,92.7,3.9,2018-08-02 13:30:40.686986+00,
1064,360,2017-05-10 16:33:37.374986+00,360,139,3.9,2018-08-02 13:30:40.686986+00,
1065,383,2018-03-17 18:43:13.547786+00,383,186.4,3.9,2018-08-02 13:30:40.686986+00,
1066,518,2017-04-02 20:27:24.760586+00,518,537.96,3.9,2018-08-02 13:30:40.686986+00,
1067,411,2018-06-13 18:24:31.211786+00,411,288.46,3.9,2018-08-02 13:30:40.686986+00,
1068,356,2018-02-15 07:10:02.920586+00,356,272.24,3.9,2018-08-02 13:30:40.686986+00,
1069,509,2017-03-11 08:14:12.731786+00,509,327.73,3.9,2018-08-02 13:30:40.686986+00,
1070,214,2018-02-26 19:40:09.544586+00,214,65,3.9,2018-08-02 13:30:40.686986+00,
1071,548,2018-02-19 00:47:35.771786+00,548,124,3.9,2018-08-02 13:30:40.686986+00,
1072,241,2016-10-13 02:40:21.064586+00,241,388,3.9,2018-08-02 13:30:40.686986+00,
1073,783,2016-11-15 20:50:50.229386+00,783,243.2,3.9,2018-08-02 13:30:40.686986+00,
1074,218,2018-05-13 17:35:38.277386+00,218,154,3.9,2018-08-02 13:30:40.686986+00,
1075,451,2017-04-02 15:40:33.189386+00,451,434.52,3.9,2018-08-02 13:30:40.686986+00,
1076,658,2016-11-27 04:24:30.203786+00,658,269.28,3.9,2018-08-02 13:30:40.686986+00,
1077,394,2017-07-24 21:19:42.117386+00,394,134.49,3.9,2018-08-02 13:30:40.686986+00,
1078,841,2017-02-19 18:33:57.131786+00,841,179,3.9,2018-08-02 13:30:40.686986+00,
1079,289,2017-11-03 17:13:36.962186+00,289,105.08,3.9,2018-08-02 13:30:40.686986+00,
1080,242,2018-03-07 00:02:36.462986+00,242,368.32,3.9,2018-08-02 13:30:40.686986+00,
1081,187,2018-01-24 08:32:13.768586+00,187,97.9,3.9,2018-08-02 13:30:40.686986+00,
1082,705,2018-03-19 12:22:42.866186+00,705,223,3.9,2018-08-02 13:30:40.686986+00,
1083,271,2018-07-26 17:25:22.590986+00,271,357.34,3.9,2018-08-02 13:30:40.686986+00,
1084,1061,2017-06-10 01:17:31.336586+00,1061,267.72,3.9,2018-08-02 13:30:40.686986+00,
1085,480,2017-02-01 01:33:57.506186+00,480,312.54,3.9,2018-08-02 13:30:40.686986+00,
1086,339,2017-10-28 20:23:09.448586+00,339,605.22,3.9,2018-08-02 13:30:40.686986+00,
1087,155,2017-11-18 08:56:15.525386+00,155,195.12,3.9,2018-08-02 13:30:40.686986+00,
1088,338,2017-12-06 14:37:17.464586+00,338,429.66,3.9,2018-08-02 13:30:40.686986+00,
1089,864,2017-03-31 09:32:45.419786+00,864,267.52,3.9,2018-08-02 13:30:40.686986+00,
1090,1010,2016-10-15 08:43:39.784586+00,1010,456.48,3.9,2018-08-02 13:30:40.686986+00,
1091,333,2018-06-17 06:52:13.374986+00,333,271.71,3.9,2018-08-02 13:30:40.686986+00,
1092,363,2018-05-20 17:14:08.757386+00,363,278.24,3.9,2018-08-02 13:30:40.686986+00,
1093,448,2017-04-19 00:38:48.040586+00,448,297.24,3.9,2018-08-02 13:30:40.686986+00,
1094,453,2017-12-25 10:30:29.282186+00,453,279.2,3.9,2018-08-02 13:30:40.686986+00,
1095,834,2016-10-30 22:51:50.853386+00,834,188,3.9,2018-08-02 13:30:40.686986+00,
1096,876,2017-05-15 07:06:44.286986+00,876,146,3.9,2018-08-02 13:30:40.686986+00,
1097,668,2018-05-31 18:02:05.013386+00,668,165.34,3.9,2018-08-02 13:30:40.686986+00,
1098,226,2017-05-28 04:35:36.779786+00,226,350.69,3.9,2018-08-02 13:30:40.686986+00,
1099,546,2017-04-06 18:49:00.962186+00,546,131,3.9,2018-08-02 13:30:40.686986+00,
1100,745,2017-10-02 12:30:22.514186+00,745,230.84,3.9,2018-08-02 13:30:40.686986+00,
1101,730,2018-07-31 18:30:07.048586+00,730,119,3.9,2018-08-02 13:30:40.686986+00,
1102,233,2016-11-04 05:42:32.651786+00,233,214.14,3.9,2018-08-02 13:30:40.686986+00,
1103,863,2017-08-14 02:02:07.922186+00,863,116.1,3.9,2018-08-02 13:30:40.686986+00,
1104,867,2018-07-04 11:12:53.243786+00,867,239.48,3.9,2018-08-02 13:30:40.686986+00,
